count,hate_speech,offensive_language,neither,class,tweet,tweet_length,cleaned_tweet,preprocessed_tweet,label
4,0,4,0,Offensive Language,"@DougBenson hey you bitch, you should get the @lucasbros on your show. They'd be perfect for it! I'm kidding about the bitch part.",130,hey you bitch you should get the on your show theyd be perfect for it im kidding about the bitch part,hey bitch get show theyd perfect im kidding bitch part,1
3,0,3,0,Offensive Language,RT @Desean_96: &#8220;@1BookieG: I just fucked the life out this bitch! &#128514;&#128514;&#128514;&#128164;&#8221;&#128514;&#128514;&#128514;,142,i just fucked the life out this bitch,fucked life bitch,1
3,0,0,3,Neither,At all my ritz crackers. Idk what to do with myself anymore.,60,at all my ritz crackers idk what to do with myself anymore,ritz cracker idk anymore,2
6,0,0,6,Neither,@TreshaRenee I didn't make to any games last season. Just looked it up. Astros open up with the Yankees 1st of April,116,i didnt make to any games last season just looked it up astros open up with the yankees st of april,didnt make game last season looked astros open yankee st april,2
6,2,4,0,Offensive Language,"Especially that wee cunt that walks about tensing all the time lol, sup wae that shit? You are 5 foot fuck all. Tank my motherfucking arse",138,especially that wee cunt that walks about tensing all the time lol sup wae that shit you are foot fuck all tank my motherfucking arse,especially wee cunt walk tensing time lol sup wae shit foot fuck tank motherfucking arse,1
3,0,3,0,Offensive Language,RT @STARgotthatDOPE: A lot of these hoes be cheating on they nigga fucking other niggas. Y'all boys better get y'all a real bitch that ain'&#8230;,146,a lot of these hoes be cheating on they nigga fucking other niggas yall boys better get yall a real bitch that ain,lot hoe cheating nigga fucking nigga yall boy better get yall real bitch,1
6,1,5,0,Offensive Language,Craig fire that shit up hoe,27,craig fire that shit up hoe,craig fire shit hoe,1
3,0,3,0,Offensive Language,@JZolly23 @JBilinovich we need to grow mullets together so we can get all the bitches and @HannahKubiak can hate on us,118,we need to grow mullets together so we can get all the bitches and can hate on us,need grow mullet together get bitch hate u,1
3,0,3,0,Offensive Language,Thinking that i care dont give a fuck bout you think ! &#128576; #wop,69,thinking that i care dont give a fuck bout you think wop,thinking care dont give fuck bout think wop,1
3,0,3,0,Offensive Language,@myfriendbriana Jesus walks bitch,33,jesus walks bitch,jesus walk bitch,1
6,0,6,0,Offensive Language,RT @JoseCanseco: I do not have bitch tits,41,i do not have bitch tits,bitch tit,1
3,0,1,2,Neither,RT @iDntWearCondoms: If u acted like a hoe after we broke up I'm not wrong for thinking u were a hoe all along,110,if u acted like a hoe after we broke up im not wrong for thinking u were a hoe all along,u acted like hoe broke im wrong thinking u hoe along,2
3,0,3,0,Offensive Language,Only fat bitches and flat booty hoes today wackkkkk,51,only fat bitches and flat booty hoes today wackkkkk,fat bitch flat booty hoe today wackkkkk,1
3,0,3,0,Offensive Language,RT @Overdoselove_: The sound of wet pussy &#128571;&#128166; &gt;&gt;,69,the sound of wet pussy gtgt,sound wet pussy gtgt,1
4,0,4,0,Offensive Language,RT @___Nisha: I hate when boys keep chasing a bitch that treat them like they any nigga &#128529;,97,i hate when boys keep chasing a bitch that treat them like they any nigga,hate boy keep chasing bitch treat like nigga,1
3,0,3,0,Offensive Language,spring break bitches,20,spring break bitches,spring break bitch,1
9,0,9,0,Offensive Language,Y'all hoes so ugh,17,yall hoes so ugh,yall hoe ugh,1
3,0,3,0,Offensive Language,Never gas hoes but I do take they ass home,42,never gas hoes but i do take they ass home,never gas hoe take as home,1
3,2,1,0,Hate Speech,"RT @DefendWallSt: ...wow? RT @1SleepingGiant: Whatever! Fuck all those assholes. They're niggers, they all look alike to me.",124,wow whatever fuck all those assholes theyre niggers they all look alike to me,wow whatever fuck asshole theyre nigger look alike,0
3,0,3,0,Offensive Language,She told me that she love me I looked at and said bitch stop,60,she told me that she love me i looked at and said bitch stop,told love looked said bitch stop,1
3,0,3,0,Offensive Language,niggas &amp; bitches dating ugly niggas &amp; hoes kuz they can trust em then they cheat w/ the elite hoes &amp; niggas ...&#128514;&#128514;&#128514;,150,niggas amp bitches dating ugly niggas amp hoes kuz they can trust em then they cheat w the elite hoes amp niggas,nigga amp bitch dating ugly nigga amp hoe kuz trust em cheat w elite hoe amp nigga,1
3,0,0,3,Neither,@MC_JayTee lol I already made it. I'm waiting on my brownies to finish &#128526;,80,lol i already made it im waiting on my brownies to finish,lol already made im waiting brownie finish,2
3,0,3,0,Offensive Language,@StephanieSchall @Reinhard96 ooo Logan pulling bitches,54,ooo logan pulling bitches,ooo logan pulling bitch,1
3,1,2,0,Offensive Language,Yall bitches only muslim when yall hair fucked up ctfu stop that youngs!!,73,yall bitches only muslim when yall hair fucked up ctfu stop that youngs,yall bitch muslim yall hair fucked ctfu stop young,1
3,0,3,0,Offensive Language,Nah fuck Bungie they ain't givng me nNO drops. Stingy ass niggas. RT @CaratCutClarity: You trash at destiny if you aint at least 25,131,nah fuck bungie they aint givng me nno drops stingy ass niggas you trash at destiny if you aint at least,nah fuck bungie aint givng nno drop stingy as nigga trash destiny aint least,1
3,0,0,3,Neither,RT @ItsFoodPorn: Cookies n' Cream Oreo Fudge Ice Cream http://t.co/nAINpWXTJc,77,cookies n cream oreo fudge ice cream,cooky n cream oreo fudge ice cream,2
3,1,2,0,Offensive Language,"' O M G you like stop controllin me , I'm like bitch fuck you thought ? She like niggah fuck you mean !",103,o m g you like stop controllin me im like bitch fuck you thought she like niggah fuck you mean,g like stop controllin im like bitch fuck thought like niggah fuck mean,1
3,1,2,0,Offensive Language,Peace faggots. http://t.co/0i54t117x9,37,peace faggots,peace faggot,1
3,2,1,0,Hate Speech,"I'm starting to not like meek, this nig a lil to arrogant for me",64,im starting to not like meek this nig a lil to arrogant for me,im starting like meek nig lil arrogant,0
3,0,2,1,Offensive Language,@gezus__ @Buckm00se lol this faggot hid from the moon boss we i was helping him,79,lol this faggot hid from the moon boss we i was helping him,lol faggot hid moon bos helping,1
3,1,2,0,Offensive Language,Happy birthday @Anastacia_Cole I love you faggot,48,happy birthday i love you faggot,happy birthday love faggot,1
3,0,2,1,Offensive Language,@maycie32 do you mean you were too distracted by being a bitch ? :)),68,do you mean you were too distracted by being a bitch,mean distracted bitch,1
3,0,3,0,Offensive Language,RT @Big_Jim777: @2014Alyssa hahaha look at you tryin to be a bitch lol nice try though haha,91,hahaha look at you tryin to be a bitch lol nice try though haha,hahaha look tryin bitch lol nice try though haha,1
3,1,2,0,Offensive Language,Drop dead gorgeous but the bitch ain't dying for a nigga,56,drop dead gorgeous but the bitch aint dying for a nigga,drop dead gorgeous bitch aint dying nigga,1
3,1,2,0,Offensive Language,@REM_2014 biiiiiiiitch don't start with this again haha my niggggg grandma come over hoe!! If ya want I'll try to scoop ya up today if ya,137,biiiiiiiitch dont start with this again haha my niggggg grandma come over hoe if ya want ill try to scoop ya up today if ya,biiiiiiiitch dont start haha niggggg grandma come hoe ya want ill try scoop ya today ya,1
3,0,3,0,Offensive Language,This lil Thot bitch really tried to run game on me,50,this lil thot bitch really tried to run game on me,lil thot bitch really tried run game,1
3,0,2,1,Offensive Language,"De Niro's wife in Casino is the second biggest cunt of all time, first is still George's mother in Blow",103,de niros wife in casino is the second biggest cunt of all time first is still georges mother in blow,de niros wife casino second biggest cunt time first still george mother blow,1
3,0,0,3,Neither,Charlie Clips vs Yung Ill review http://t.co/TwHJ0w1QJQ,55,charlie clips vs yung ill review,charlie clip v yung ill review,2
3,0,3,0,Offensive Language,@MeecheBadass you killed that hoe,33,you killed that hoe,killed hoe,1
3,0,1,2,Neither,RT @SpacePlankton: This monkey on my back keeps smearing poop in my hair.,73,this monkey on my back keeps smearing poop in my hair,monkey back keep smearing poop hair,2
3,0,3,0,Offensive Language,RT @hodgeasia: All the bitches who called me a hoe in high school got like 2-3 kids now..,89,all the bitches who called me a hoe in high school got like kids now,bitch called hoe high school got like kid,1
3,0,3,0,Offensive Language,RT @Now_Thats_Fresh: When you sit down and realize you really dont got bitches http://t.co/qdfHYALKA1,101,when you sit down and realize you really dont got bitches,sit realize really dont got bitch,1
3,0,3,0,Offensive Language,Twitter niggas always want you to have unprotected sex with these nothing ass bitches. NAH,90,twitter niggas always want you to have unprotected sex with these nothing ass bitches nah,twitter nigga always want unprotected sex nothing as bitch nah,1
3,0,3,0,Offensive Language,We need a UT expose hoes page hmmmmm !,38,we need a ut expose hoes page hmmmmm,need ut expose hoe page hmmmmm,1
3,0,2,1,Offensive Language,"So my mom told me she put my ""drug paraphernalia"" in the trash. The shitty life of a stoner with a cop mom. Im pretty upset.",124,so my mom told me she put my drug paraphernalia in the trash the shitty life of a stoner with a cop mom im pretty upset,mom told put drug paraphernalia trash shitty life stoner cop mom im pretty upset,1
3,1,2,0,Offensive Language,Hahahaha manziel is a faggot and the browns will ruin him. Win win for me,73,hahahaha manziel is a faggot and the browns will ruin him win win for me,hahahaha manziel faggot brown ruin win win,1
6,0,0,6,Neither,"@lloyd7121 @jjauthor @petermickley 
Approximately 1/2 in one crash. There wasn't supposed to be that many members of a seal team on one bird",140,approximately in one crash there wasnt supposed to be that many members of a seal team on one bird,approximately one crash wasnt supposed many member seal team one bird,2
3,1,2,0,Offensive Language,@JZolly23 also is search of dirty white trash hookers for the weekends,70,also is search of dirty white trash hookers for the weekends,also search dirty white trash hooker weekend,1
3,0,0,3,Neither,@Ncoleycole u still a mutt tho lol,34,u still a mutt tho lol,u still mutt tho lol,2
3,0,3,0,Offensive Language,Not even 20 and I've already smoked out 2 countries bitch. I do what the fuck I want.,85,not even and ive already smoked out countries bitch i do what the fuck i want,even ive already smoked country bitch fuck want,1
3,0,3,0,Offensive Language,"Like I said... fuck a LeBron. His fan base, bandwagons, dick riders, &amp; loyal ass eaters. I don't like bitch niggas &amp; those that love one.",145,like i said fuck a lebron his fan base bandwagons dick riders amp loyal ass eaters i dont like bitch niggas amp those that love one,like said fuck lebron fan base bandwagon dick rider amp loyal as eater dont like bitch nigga amp love one,1
3,0,3,0,Offensive Language,"All yall bitches fake an wanna b's get yall life,",49,all yall bitches fake an want to bs get yall life,yall bitch fake want b get yall life,1
3,1,2,0,Offensive Language,me and peter have always been slaying these hoes http://t.co/jqmil7rJaT,71,me and peter have always been slaying these hoes,peter always slaying hoe,1
3,0,3,0,Offensive Language,"&#8220;@CodeineQueeeen: I'm tired of her corny vines, ugly faces, and stupid voices my nigga http://t.co/mstruehtDj&#8221;niggah she's sexy &#128561;",149,im tired of her corny vines ugly faces and stupid voices my nigga shes sexy,im tired corny vine ugly face stupid voice nigga shes sexy,1
3,0,0,3,Neither,Amazing. You know what they say about birds of a feather http://t.co/mefmPB3aW5,79,amazing you know what they say about birds of a feather,amazing know say bird feather,2
3,0,1,2,Neither,RT @DCPlod: The paranoid fear of sharia on the right boils down to: Christian fundamentalists should be the sole oppressors and persecu ...,139,the paranoid fear of sharia on the right boils down to christian fundamentalists should be the sole oppressors and persecu,paranoid fear sharia right boil christian fundamentalist sole oppressor persecu,2
3,0,3,0,Offensive Language,"RT @DatDudeTorey: Aw damn, Haven't hug a bitch in a while.",58,aw damn havent hug a bitch in a while,aw damn havent hug bitch,1
6,0,6,0,Offensive Language,Only things that calm me down.. pussy and some Cali tree.,57,only things that calm me down pussy and some cali tree,thing calm pussy cali tree,1
3,0,3,0,Offensive Language,"I hate bitches that wear those fake ass ray bans, they're only $100 stop being cheap.",85,i hate bitches that wear those fake ass ray bans theyre only stop being cheap,hate bitch wear fake as ray ban theyre stop cheap,1
